Textkey,-,string,string,string,string,string,string,string,string,string,string,string,string,_
MEDIUM_SIZE,,Medium,Media,NOT_TRANSLATED,Средний,Mittel,Moyenne,中,中,Médio,NOT_TRANSLATED,กลาง,Mitjana,
BIG_SIZE,,Big,Grande,NOT_TRANSLATED,Большой,Groß,Grande,大,大きい,Grande,NOT_TRANSLATED,ใหญ่,Gran,
VERY_BIG,,Very big,Muy grande,NOT_TRANSLATED,Очень большой,Sehr groß,Très grande,非常大,とても大きい,Muito grande,NOT_TRANSLATED,ใหญ่มาก,Molt gran,
GRAPHICS,,Graphics,Gráficos,NOT_TRANSLATED,Графика,Grafik,Graphiques,图像,グラフィック,Gráficos,NOT_TRANSLATED,กราฟิก,Gràfics,
DISPLAY_MODE,,Display mode,Modo de visualización,NOT_TRANSLATED,Режим экрана,Anzeigemodus,Mode d’affichage,显示模式,ディスプレイモード,Modo de exibição,NOT_TRANSLATED,โหมดแสดงผล,Mode de visualització,
FULL_SCREEN,,Fullscreen,Pantalla completa,NOT_TRANSLATED,Полный экран,Vollbild,Plein écran,全屏,フルスクリーン,Tela cheia,NOT_TRANSLATED,เต็มหน้าจอ,Pantalla completa,
WINDOWED,,Window,Ventana,NOT_TRANSLATED,В окне,Fenster,Fenêtre,窗口,ウインドウ,Janela,NOT_TRANSLATED,หน้าต่าง,Finestra,
RESOLUTION,,Resolution,Resolución,NOT_TRANSLATED,Разрешение,Auflösung,Résolution,分辨率,解像度,Resolução,NOT_TRANSLATED,ความละเอียดจอ,Resolució,
VSYNC,,V-Sync,Sincronización vertical,NOT_TRANSLATED,Верт. синхронизация,V-Sync.,V-Sync,垂直同步,垂直同期,V-Sync,NOT_TRANSLATED,V-Sync,Sincronizació vertical,
FRAME_LIMIT,,Frame limit,Límite de fotogramas,NOT_TRANSLATED,Ограничение кадров,FPS begrenzen,Limite FPS,帧速上限,フレーム上限,Limite de quadros,NOT_TRANSLATED,จำกัดอัตราเฟรม,Límit de fotogramas,
QUALITY,,Quality presets,Preajustes de calidad,NOT_TRANSLATED,Настройки качества,Qualitätsvoreinstellungen,Préréglages de qualité,质量预设,品質プリセット,Predefinições de qualidade,NOT_TRANSLATED,ชุดคุณภาพกราฟิก,Preajustos de qualitat,
YES,,Yes,Sí,NOT_TRANSLATED,Да,Ja,Oui,是,はい,Sim,NOT_TRANSLATED,ใช่,Sí,
NO,,No,No,NOT_TRANSLATED,Нет,Nein,Non,否,いいえ,Não,NOT_TRANSLATED,ไม่ใช่,No,
TRUE,,True,Verdadero,NOT_TRANSLATED,Есть,Richtig,Vrai,真,正,Verdadeiro,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
FALSE,,False,Falso,NOT_TRANSLATED,Нет,Falsch,Faux,错误,誤,Falso,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ULTRA_QUALITY,,Ultra,Ultra,NOT_TRANSLATED,Ультра,Sehr Hoch,Ultra,超高,ウルトラ,Ultra,NOT_TRANSLATED,สูงสุด,Ultra,
HIGH_QUALITY,,High,Alto,NOT_TRANSLATED,Высокие,Hoch,Haut,高,高,Alto,NOT_TRANSLATED,สูง,Alt,
MEDIUM_QUALITY,,Medium,Medio,NOT_TRANSLATED,Средние,Mittel,Moyen,中,中,Médio,NOT_TRANSLATED,กลาง,Mitjà,
LOW_QUALITY,,Low,Bajo,NOT_TRANSLATED,Низкие,Niedrig,Bas,低,低,Baixo,NOT_TRANSLATED,ต่ำ,Baix,
CUSTOM_QUALITY,,Custom,Personalizado,NOT_TRANSLATED,Свои,Benutzerdefiniert,Personnalisé,自定义,カスタマイズ,Personalizado,NOT_TRANSLATED,กำหนดเอง,Personalitzat,
AUDIO,,Audio,Sonido,NOT_TRANSLATED,Аудио,Ton,Audio,音频,オーディオ,Áudio,NOT_TRANSLATED,เสียง,Àudio,
MASTER_VOLUME,,Master volume,Volumen general,NOT_TRANSLATED,Общая громкость,Gesamtlautstärke,Volume principal,主音量,マスターボリューム,Volume principal,NOT_TRANSLATED,เสียงหลัก,Volum general,
MUSIC_VOLUME,,Music volume,Volumen de la música,NOT_TRANSLATED,Громкость музыки,Musiklautstärke,Volume de la musique,音乐音量,ミュージックボリューム,Volume da música,NOT_TRANSLATED,เสียงเพลง,Volum de la música,
SFX_VOLUME,,Effects volume,Volumen de los efectos,NOT_TRANSLATED,Громкость эффектов,Lautstärke der Effekte,Volume des effets,音效音量,エフェクトボリューム,Volume dos efeitos,NOT_TRANSLATED,เสียงเอฟเฟกต์,Volum dels efectes,
CAMERA,,Camera,Cámara,NOT_TRANSLATED,Камера,Kamera,Caméra,视角,カメラ,Câmera,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MOVE_CAMERA_BORDER,,Movement with screen borders,Movimiento con los bordes de la pantalla,NOT_TRANSLATED,Прокрутка мышью у края экрана,Bewegung mit Bildschirmrändern,Mouvement avec les bordures d'écran,使用屏幕边框移动,画面の境界線による移動,Movimento com bordas da tela,NOT_TRANSLATED,การเคลื่อนที่ด้วยขอบหน้าจอ,Moviment amb les vores de la pantalla,
INVERT_CAMERA_ROTATION_X,,Invert camera rotation X,Invertir rotación de cámara en X,NOT_TRANSLATED,Инверсия камеры по оси X,Umkehrung der Kameradrehung X,Rotation de la caméra inversée sur X,X轴反转,カメラの回転を反転させる X,Inverter rotação da câmera X,NOT_TRANSLATED,สลับการหมุนเมาส์แกน X,Invertir rotació de cambra en X,
INVERT_CAMERA_ROTATION_Y,,Invert camera rotation Y,Invertir rotación de cámara en Y,NOT_TRANSLATED,Инверсия камеры по оси Y,Umkehrung der Kameradrehung Y,Rotation de la caméra inversée sur Y,Y轴反转,カメラの回転を反転させる Y,Inverter rotação da câmera Y,NOT_TRANSLATED,สลับการหมุนเมาส์แกน Y,Invertir rotació de cambra en Y,
MOUSE_SENSIBILITY_MOVE,,Mouse movement sensitivity,Sensibilidad al movimiento del ratón,NOT_TRANSLATED,Чувствит. движения — мышь,Empfindlichkeit der Mausbewegung,Sensibilité de mouvement de souris,鼠标移动灵敏度,マウス操作の感度,Sensibilidade do movimento do mouse,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MOUSE_SENSIBILITY_ROT,,Mouse rotation sensitivity,Sensibilidad de rotación del ratón,NOT_TRANSLATED,Чувствит. вращения — мышь,Empfindlichkeit der Mausrotation,Sensibilité de rotation de souris,鼠标旋转灵敏度,マウス回転の感度,Sensibilidade da rotação do mouse,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MOUSE_SENSIBILITY_ZOOM,,Mouse zoom sensitivity,Sensibilidad del zoom del ratón,NOT_TRANSLATED,Чувствит. приближения — мышь,Empfindlichkeit des Mauszooms,Sensibilité de zoom de souris,鼠标缩放灵敏度,マウスズームの感度,Sensibilidade do zoom do mouse,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
KEYBOARD_SENSIBILITY_MOVE,,Keyboard movement sensitivity,Sensibilidad de movimiento del teclado,NOT_TRANSLATED,Чувствит. движения — клавиатура,Empfindlichkeit für Tastaturbewegungen,Sensibilité de mouvement de clavier,键盘移动灵敏度,キーボード操作の感度,Sensibilidade do movimento do teclado,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
KEYBOARD_SENSIBILITY_ROT,,Keyboard rotation sensitivity,Sensibilidad de la rotación del teclado,NOT_TRANSLATED,Чувствит. вращения — клавиатура,Empfindlichkeit der Tastaturrotation,Sensibilité de rotation de clavier,键盘旋转灵敏度,キーボード回転の感度,Sensibilidade da rotação do teclado,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
KEYBOARD_SENSIBILITY_ZOOM,,Keyboard zoom sensitivity,Sensibilidad del zoom del teclado,NOT_TRANSLATED,Чувствит. приближения — клавиатура,Empfindlichkeit des Tastaturzooms,Sensibilité de zoom de clavier,键盘缩放灵敏度,キーボードズームの感度,Sensibilidade do zoom do teclado,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
KEYBOARD_SHORTCUTS,,Keyboard shortcuts,Atajos de teclado,NOT_TRANSLATED,Горячие клавиши,Tastenkombinationen,Raccourcis clavier,键盘快捷键,キーボードショートカット,Atalhos de teclado,NOT_TRANSLATED,ปุ่มลัดคีย์บอร์ด,Dreceres de teclat,
SANDBOX_GAME,,Sandbox game creation,Creación de partida Sandbox,NOT_TRANSLATED,Создание песочницы,Erstellung von Sandbox-Spielen,Création de partie en mode Sandbox,沙盒游戏创作,サンドボックス型ゲーム制作,Criação de jogo Sandbox,NOT_TRANSLATED,สร้างห้องเกมแซนด์บ็อกซ์,Creació de partida Sandbox,
MAP,,Map,Mapa,NOT_TRANSLATED,Карта,Karte,Carte,地图,地図,Mapa,NOT_TRANSLATED,แผนที่,Mapa,
ITALY,,Italy,Italia,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
HISPANIA,,Hispania,Hispania,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
AFRICA,,Africa,África,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MONEY_AND_RESOURCES,,Money and resources,Dinero y recursos,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
STARTING_FUNDS,,Initial Money,Dinero Inicial,NOT_TRANSLATED,Стартовые деньги,Startkapital,Argent initial,初始资金,初期資金,Dinheiro inicial,NOT_TRANSLATED,เงินเริ่มต้น,Diners inicials,
RESOURCE_GENERATION,,Resource generation,Generación de recusos,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
DISASTERS,,Disasters,Catástrofes,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
DISEASES,,Diseases,Enfermedades,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CRIME,,Crime,Crimen,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
FIRES,,Fires,Incendios,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
GODS_PUNISHMENTS,,Gods' punishments,Castigos de los Dioses,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
ENEMY_ATTACKS,,Enemy attacks,Ataques enemigos,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
MILITARY,,Military,Militar,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
TRAINING_SPEED,,Training Speed,Velocidad de Entrenamiento,NOT_TRANSLATED,Скорость тренировки,Ausbildungsgeschwindigkeit,Vitesse d'entraînement,训练速度,トレーニング速度,Velocidade de treinamento,NOT_TRANSLATED,ความเร็วในการฝึก,Velocitat d'entrenament,
BATTLES_DIFFICULTY,,Battle Difficulty,Dificultad de las Batallas,NOT_TRANSLATED,Сложность битв,Schwierigkeitsgrad der Schlacht,Difficulté du combat,战斗难度,戦闘の難易度,Dificuldade da batalha,NOT_TRANSLATED,ระดับความยากในการต่อสู้,Dificultat de les batalles,
LOWER,,Low,Baja,NOT_TRANSLATED,Низкая,Niedrige,Faible,低,低,Baixa,NOT_TRANSLATED,ต่ำ,Baixa,
NORMAL,,Medium,Media,NOT_TRANSLATED,Средняя,Mittel,Moyenne,中,中,Média,NOT_TRANSLATED,กลาง,Mitjana,
HIGHER,,High,Alta,NOT_TRANSLATED,Высокая,Hohe,Élevée,高,高,Alta,NOT_TRANSLATED,สูง,Alta,
CREATE_GAME,,Create Game,Crear Partida,NOT_TRANSLATED,Создать игру,Spiel erstellen,Créer la partie,创建游戏,ゲームの制作,Criar jogo,NOT_TRANSLATED,สร้างเกม,Crear partida,
ENTER_GAME_NAME,,Enter game name,Introduce el nombre del juego,NOT_TRANSLATED,Введите имя игры,Spielname eingeben,Entrer le nom de la partie,输入本局游戏名称,ゲーム名を入力,Digite o nome do jogo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
GAME_CREATION_TITLE,,Game creation,Creación de juego,NOT_TRANSLATED,Создание игры,Spiel erstellen,Création de partie,创建新游戏,ゲーム作成,Criação de jogo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
PLAY,,Play,Jugar,NOT_TRANSLATED,Играть,Spielen,Jouer,开始游戏,プレイ,Jogar,NOT_TRANSLATED,เล่น,Jugar,
ENTER_THE_GAME_NAME_HERE,,Enter the game name here,Introduce aquí el nombre del juego,NOT_TRANSLATED,Введите имя игры,Spielname hier eingeben,Entrer le nom de la partie ici,在此处输入本局游戏名称,ここにゲーム名を入力,Digite o nome do jogo aqui,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
CANCEL,,Cancel,Cancelar,NOT_TRANSLATED,Отменить,Abbrechen,Annuler,取消,キャンセル,Cancelar,NOT_TRANSLATED,ยกเลิก,Cancelar,
REFUSE,,Reject,Rechazar,NOT_TRANSLATED,Отменить,Ablehnen,Rejeter,拒绝,拒否,Rejeitar,NOT_TRANSLATED,ปฏิเสธ,Rebutjar,
AFFIRMATIVE,,Affirmative,Afirmativo,NOT_TRANSLATED,Подтвердить,Positiv,Affirmatif,接受,肯定,Afirmativo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
NEGATIVE,,Negative,Negativo,NOT_TRANSLATED,Отменить,Negativ,Négatif,拒绝,否定,Negativo,NOT_TRANSLATED,NOT_TRANSLATED,NOT_TRANSLATED,
LOADING,,Loading,Cargando,NOT_TRANSLATED,Загрузка,Wird geladen,Chargement,正在加载,ロード中,Carregando,NOT_TRANSLATED,กำลังโหลด,Carregant,
TOOLTIP_ERASE_GAME,,Delete saved game,Borrar partida guardada,NOT_TRANSLATED,Удалить сохранение,Gespeichertes Spiel löschen,Supprimer la partie sauvegardée,删除存档,セーブデータを削除,Excluir jogo salvo,NOT_TRANSLATED,ลบบันทึกเกม,Esborrar partida guardada,
